Unnamed: 0,message_id,timestamp,agent,buyer_userid,conversation_id,shopid,Date,is_buyer,is_seller,content,conversation_status,photo_img,order_time
2795,2796,2020-04-04 10:48:54,NO AGENT,B928882952,C230867827370560739,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:36:42
2796,2797,2020-04-04 10:24:31,Gemma,B928968097,C231233522360978659,S1076522480,2020-04-04,False,True,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P480734photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 09:25:15
2797,2798,2020-04-04 10:24:54,Gemma,B928968097,C231233522360978659,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2798,2799,2020-04-04 10:24:56,Gemma,B928968097,C231233522360978659,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2799,2800,2020-04-04 10:32:53,Gemma,B928968097,C231233522360978659,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2800,2801,2020-04-04 10:32:54,Gemma,B928968097,C231233522360978659,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246279552433315840&shop_id=196642601""}",normal,NO IMG,2020-04-04 09:25:15
2801,2802,2020-04-04 09:45:05,NO AGENT,B928968097,C231233522360978659,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2802,2803,2020-04-04 09:45:09,NO AGENT,B928968097,C231233522360978659,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2803,2804,2020-04-04 09:45:09,NO AGENT,B928968097,C231233522360978659,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 09:25:15
2804,2805,2020-04-04 18:37:28,NO AGENT,B880536776,C23222582563900643,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1819042photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 17:56:46
2805,2806,2020-04-04 18:37:38,NO AGENT,B880536776,C23222582563900643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 17:56:46
2806,2807,2020-04-04 18:38:11,NO AGENT,B880536776,C23222582563900643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 17:56:46
2807,2808,2020-04-04 06:17:30,NO AGENT,B929478006,C233423564839914723,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P495076photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 05:22:14
2808,2809,2020-04-04 06:17:30,NO AGENT,B929478006,C233423564839914723,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:22:14
2809,2810,2020-04-04 21:38:06,NO AGENT,B929637043,C234106623553768675,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P807106photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 19:52:54
2810,2811,2020-04-04 21:38:24,NO AGENT,B929637043,C234106623553768675,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:52:54
2811,2812,2020-04-04 21:38:24,NO AGENT,B929637043,C234106623553768675,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:52:54
2812,2813,2020-04-04 21:38:43,NO AGENT,B929637043,C234106623553768675,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:52:54
2813,2814,2020-04-04 21:38:43,NO AGENT,B929637043,C234106623553768675,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:52:54
2814,2815,2020-04-04 14:57:29,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1422908photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 14:21:33
2815,2816,2020-04-04 14:57:29,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2816,2817,2020-04-04 14:59:03,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2817,2818,2020-04-04 14:59:13,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2818,2819,2020-04-04 16:26:55,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2819,2820,2020-04-04 16:28:39,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2820,2821,2020-04-04 16:28:49,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2821,2822,2020-04-04 16:28:55,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2822,2823,2020-04-04 16:29:04,Lucretia,B929650229,C234163256992533731,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246369185150337024&shop_id=196642601""}",normal,NO IMG,2020-04-04 14:21:33
2823,2824,2020-04-04 14:57:22,NO AGENT,B929650229,C234163256992533731,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 14:21:33
2824,2825,2020-04-04 11:57:35,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P14740photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 10:33:50
2825,2826,2020-04-04 11:57:35,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2826,2827,2020-04-04 11:57:57,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2827,2828,2020-04-04 14:50:00,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2828,2829,2020-04-04 14:50:26,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2829,2830,2020-04-04 14:50:30,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2830,2831,2020-04-04 14:50:31,Gemma,B930168776,C236390399398972643,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246344384528580608&shop_id=196642601""}",normal,NO IMG,2020-04-04 10:33:50
2831,2832,2020-04-04 11:57:22,NO AGENT,B930168776,C236390399398972643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 10:33:50
2832,2833,2020-04-04 08:52:30,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1070407photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 07:39:44
2833,2834,2020-04-04 08:52:30,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2834,2835,2020-04-04 08:54:48,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2835,2836,2020-04-04 09:36:55,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2836,2837,2020-04-04 09:37:31,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2837,2838,2020-04-04 09:38:19,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2838,2839,2020-04-04 09:55:31,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2839,2840,2020-04-04 09:58:26,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2840,2841,2020-04-04 10:32:49,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2841,2842,2020-04-04 10:54:19,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2842,2843,2020-04-04 10:54:23,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2843,2844,2020-04-04 10:54:25,Fletcher,B930295990,C236936779368565987,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246284966843711488&shop_id=196642601""}",normal,NO IMG,2020-04-04 07:39:44
2844,2845,2020-04-04 08:51:31,NO AGENT,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2845,2846,2020-04-04 08:51:48,NO AGENT,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2846,2847,2020-04-04 08:52:08,NO AGENT,B930295990,C236936779368565987,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 07:39:44
2847,2848,2020-04-04 08:50:04,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P875175photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 08:49:25
2848,2849,2020-04-04 08:50:04,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2849,2850,2020-04-04 08:50:24,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2850,2851,2020-04-04 09:22:54,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2851,2852,2020-04-04 09:23:29,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2852,2853,2020-04-04 09:24:28,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2853,2854,2020-04-04 09:25:29,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2854,2855,2020-04-04 09:25:34,Fletcher,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2855,2856,2020-04-04 10:11:23,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2856,2857,2020-04-04 10:11:44,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2857,2858,2020-04-04 10:11:58,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2858,2859,2020-04-04 10:38:26,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2859,2860,2020-04-04 10:40:07,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2860,2861,2020-04-04 10:40:17,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2861,2862,2020-04-04 10:40:27,Montclair,B930331249,C237088215620455651,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2862,2863,2020-04-04 08:49:57,NO AGENT,B930331249,C237088215620455651,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 08:49:25
2863,2864,2020-04-04 19:15:49,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P103880photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 19:01:58
2864,2865,2020-04-04 19:28:40,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2865,2866,2020-04-04 19:29:06,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2866,2867,2020-04-04 19:33:16,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2867,2868,2020-04-04 20:00:12,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,closed,NO IMG,2020-04-04 19:01:58
2868,2869,2020-04-04 20:00:28,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2869,2870,2020-04-04 20:16:58,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2870,2871,2020-04-04 20:17:16,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2871,2872,2020-04-04 20:17:23,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2872,2873,2020-04-04 20:21:42,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2873,2874,2020-04-04 20:21:43,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246427732102963200&shop_id=196642601""}",normal,NO IMG,2020-04-04 19:01:58
2874,2875,2020-04-04 20:34:38,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2875,2876,2020-04-04 20:35:29,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2876,2877,2020-04-04 20:35:54,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2877,2878,2020-04-04 20:35:57,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2878,2879,2020-04-04 20:35:59,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2879,2880,2020-04-04 20:39:14,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2880,2881,2020-04-04 20:40:15,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2881,2882,2020-04-04 20:40:43,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2882,2883,2020-04-04 20:40:57,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2883,2884,2020-04-04 20:41:11,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2884,2885,2020-04-04 20:41:13,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2885,2886,2020-04-04 20:44:41,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2886,2887,2020-04-04 20:44:43,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2887,2888,2020-04-04 20:44:44,Beauregard,B930442750,C237567108768926947,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246433524591390720&shop_id=196642601""}",normal,NO IMG,2020-04-04 19:01:58
2888,2889,2020-04-04 19:07:52,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2889,2890,2020-04-04 19:07:52,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2890,2891,2020-04-04 19:11:18,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2891,2892,2020-04-04 19:15:05,Cynthia,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2892,2893,2020-04-04 19:03:51,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2893,2894,2020-04-04 19:03:56,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2894,2895,2020-04-04 19:04:07,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2895,2896,2020-04-04 19:05:14,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2896,2897,2020-04-04 19:05:24,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2897,2898,2020-04-04 19:15:43,NO AGENT,B930442750,C237567108768926947,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:01:58
2898,2899,2020-04-04 14:33:53,NO AGENT,B930483696,C237742970499828963,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P75134photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 13:11:43
2899,2900,2020-04-04 14:34:05,NO AGENT,B930483696,C237742970499828963,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 13:11:43
2900,2901,2020-04-04 14:34:05,NO AGENT,B930483696,C237742970499828963,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 13:11:43
2901,2902,2020-04-04 14:34:23,NO AGENT,B930483696,C237742970499828963,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 13:11:43
2902,2903,2020-04-04 14:34:23,NO AGENT,B930483696,C237742970499828963,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 13:11:43
2903,2904,2020-04-04 07:27:02,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1142752photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 05:19:27
2904,2905,2020-04-04 07:27:45,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2905,2906,2020-04-04 07:27:48,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2906,2907,2020-04-04 07:27:57,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2907,2908,2020-04-04 07:28:33,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2908,2909,2020-04-04 07:30:38,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2909,2910,2020-04-04 07:30:45,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2910,2911,2020-04-04 07:52:03,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2911,2912,2020-04-04 08:07:41,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2912,2913,2020-04-04 08:07:46,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2913,2914,2020-04-04 08:07:50,Fletcher,B930556209,C238054411362619585,S975779742,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246243045974663168&shop_id=95899863""}",normal,NO IMG,2020-04-04 05:19:27
2914,2915,2020-04-04 06:46:30,NO AGENT,B930556209,C238054411362619585,S975779742,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2915,2916,2020-04-04 06:46:50,NO AGENT,B930556209,C238054411362619585,S975779742,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2916,2917,2020-04-04 06:46:50,NO AGENT,B930556209,C238054411362619585,S975779742,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:19:27
2917,2918,2020-04-04 21:02:05,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1512480photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 19:44:58
2918,2919,2020-04-04 21:02:05,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2919,2920,2020-04-04 21:02:09,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2920,2921,2020-04-04 21:02:14,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2921,2922,2020-04-04 21:02:37,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2922,2923,2020-04-04 21:02:39,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2923,2924,2020-04-04 21:03:03,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2924,2925,2020-04-04 21:03:07,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2925,2926,2020-04-04 21:03:11,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2926,2927,2020-04-04 21:03:13,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2927,2928,2020-04-04 21:07:24,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2928,2929,2020-04-04 21:07:25,Worcester,B930588193,C238191781697359075,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246439231398535168&shop_id=196642601""}",normal,NO IMG,2020-04-04 19:44:58
2929,2930,2020-04-04 21:00:50,NO AGENT,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2930,2931,2020-04-04 21:01:15,NO AGENT,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2931,2932,2020-04-04 21:01:29,NO AGENT,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2932,2933,2020-04-04 21:01:50,NO AGENT,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2933,2934,2020-04-04 21:01:59,NO AGENT,B930588193,C238191781697359075,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 19:44:58
2934,2935,2020-04-04 13:01:03,NO AGENT,B931150548,C240607078031101155,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1760082photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 12:36:32
2935,2936,2020-04-04 23:45:53,NO AGENT,B931310963,C241296055096627052,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1341898photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 23:13:28
2936,2937,2020-04-04 23:46:10,NO AGENT,B931310963,C241296055096627052,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 23:13:28
2937,2938,2020-04-04 23:46:21,NO AGENT,B931310963,C241296055096627052,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 23:13:28
2938,2939,2020-04-04 02:32:21,NO AGENT,B931380681,C241595491739831523,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P583173photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 01:48:57
2939,2940,2020-04-04 11:48:33,Montclair,B931591875,C242502563062942947,S1076522480,2020-04-04,False,True,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1342448photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 08:36:58
2940,2941,2020-04-04 11:48:51,Montclair,B931591875,C242502563062942947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:36:58
2941,2942,2020-04-04 11:48:55,Montclair,B931591875,C242502563062942947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:36:58
2942,2943,2020-04-04 11:48:58,Montclair,B931591875,C242502563062942947,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 08:36:58
2943,2944,2020-04-04 11:49:01,Montclair,B931591875,C242502563062942947,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246298708016816128&shop_id=196642601""}",normal,NO IMG,2020-04-04 08:36:58
